token count
women: 464
winding: 10
winter: 77
arromdian: 8
mood: 20
dear: 101
mehmetcik: 1
write: 617
criminal: 208
handlers: 12
asalasdpaarf: 26
triangle: 54
pointers: 59
adult: 57
males: 57
uncovered: 12
anatol: 5
lieven: 5
sixty: 12
spotted: 12
hillsides: 2
confirming: 2
massacred: 31
refugees: 52
missing: 198
scattered: 20
amid: 5
withered: 2
grass: 69
bushes: 4
along: 431
valley: 70
hillside: 5
beyond: 264
wednesdays: 7
hill: 138
controlled: 136
askeran: 2
outskirts: 7
headquarters: 46
safety: 362
landed: 46
helicopter: 30
yesterday: 161
afternoon: 50
commonwealth: 26
pulling: 67
unhindered: 2
warring: 8
factions: 11
boris: 17
gromov: 1
oversaw: 2
withdrawal: 25
afghanistan: 10
flew: 36
ease: 37
departure: 4
truce: 3
enforced: 17
azerbaijaines: 1
collect: 70
hiding: 39
hills: 38
forest: 29
helicopters: 18
circled: 5
continuously: 28
nearby: 57
counted: 45
scene: 49
past: 476
figures: 115
include: 528
reported: 277
stormed: 3
khodjaly: 3
tuesday: 78
night: 474
undiscovered: 2
zahid: 1
jabarov: 1
survivor: 18
shot: 341
routes: 11
trail: 19
path: 171
possessions: 7
personnel: 57
documents: 138
preserved: 20
bitter: 14
hid: 12
ordinary: 101
dressed: 18
ugly: 51
workers: 70
policeman: 12
apparent: 103
volunteers: 25
wearing: 91
uniform: 73
eight: 118
fallen: 49
cradled: 2
womens: 60
girl: 77
injuries: 95
face: 480
survivors: 94
shooting: 146
blank: 59
closed: 272
roads: 158
mountain: 178
passes: 123
serve: 191
ways: 373
escape: 184
proceeded: 94
ohanus: 76
appressian: 76
longer: 467
soul: 187
sahak: 72
melkonian: 72
angmaralfalfacom: 18
frank: 368
benson: 13
utexas: 29
mail: 1880
gateway: 221
csutexasedu: 47
stupid: 320
proline: 9
angmar: 8
uunetbuedualphalphapro: 8
angmarcosmo: 8
bb: 51
confessions: 6
ahmed: 28
abed: 8
edward: 148
shnekendorf: 22
hamaza: 15
salah: 23
previous: 419
gedaliah: 9
friedenberg: 10
inform: 46
binyamin: 5
netanyahu: 7
likud: 11
interviewed: 18
cnn: 80
tonight: 101
larry: 209
king: 278
confessing: 5
committed: 189
adultary: 1
cheating: 17
jew: 96
muslimarab: 1
hides: 8
adultery: 8
choosing: 58
camel: 6
male: 144
whichever: 29
readily: 62
availible: 6
m: 1369
z: 139
ed: 349
population: 392
electing: 3
having: 1034
extra: 317
marrital: 2
affair: 50
aa: 51
portray: 18
democracy: 77
requirement: 78
previously: 129
marital: 17
eg: 375
bill: 905
helps: 172
steve: 838
danny: 88
eldar: 3
pbs: 16
frontline: 9
documentary: 44
memory: 758
camps: 50
simon: 123
fraser: 43
burnaby: 31
bc: 170
outstanding: 26
prepared: 109
consortia: 4
shows: 269
un: 141
censored: 5
pictures: 147
liberation: 34
bergen: 6
belsen: 1
recommend: 173
check: 610
broadcast: 89
seatle: 1
vancouver: 252
ksts: 1
monday: 85
copy: 537
video: 658
yare: 1
loser: 37
silence: 55
california: 620
san: 562
diego: 158
approaching: 37
ready: 201
members: 451
deny: 125
event: 314
supported: 211
exterminate: 13
painfully: 14
witnessed: 31
thank: 362
helgge: 1
albert: 70
meltser: 1
joking: 24
dark: 128
lithuanian: 2
joint: 71
stock: 99
company: 565
olizei: 1
ani: 6
ohev: 1
kolkhem: 1
uhibbu: 1
kullukum: 1
love: 651
q: 949
native: 58
four: 494
fasten: 5
shoots: 20
ex: 147
militioners: 1
needs: 484
electric: 111
lamp: 45
nine: 93
stays: 30
pitily: 1
lacks: 22
humour: 15
nicks: 10
msg: 327
signature: 126
smth: 1
iii: 146
nysernet: 11
inc: 1132
prohipiting: 2
migrating: 3
migrated: 5
economical: 21
securital: 2
dilemma: 11
totally: 235
manages: 21
virtually: 97
assad: 6
pledged: 5
issuing: 23
travel: 82
permits: 46
claimed: 193
bureaucratic: 10
snags: 1
knows: 400
tactic: 22
pressure: 209
peter: 441
garfiel: 21
freeman: 89
eugenic: 9
theories: 79
circulated: 9
cpr: 43
unconventianal: 2
cunixbcccolumbiaedu: 43
columbia: 157
chris: 383
metcalfe: 8
stands: 116
unbelievable: 22
disgusting: 26
proves: 41
unconventional: 29
proposal: 241
solutions: 118
suggested: 166
northern: 178
europeans: 93
eugenics: 21
deals: 63
improvement: 94
mating: 22
hereditory: 2
qualities: 21
breed: 11
websters: 11
ninth: 39
collegiate: 7
dictionary: 101
thankful: 21
critical: 111
comments: 390
dissemination: 11
meaningful: 47
discussion: 493
enrichment: 6
davidsson: 37
reykjavik: 6
iceland: 27
comment: 280
flag: 63
photos: 32
bedroom: 35
wall: 164
succeed: 31
solid: 185
job: 469
inherent: 63
nazism: 19
davidssons: 5
oddly: 15
utilize: 23
wie: 2
nur: 1
dem: 10
koph: 1
nicht: 4
alle: 5
hoffnung: 1
schwindet: 1
der: 74
immerfort: 1
schalem: 1
zeuge: 1
klebt: 1
pete: 90
bankrupt: 12
afford: 109
finance: 28
ecconomy: 8
money: 841
fool: 97
gulf: 46
once: 920
backers: 16
secure: 319
base: 348
insrtructed: 3
negotiate: 29
phill: 54
hallam: 41
baker: 89
expose: 92
ignorance: 138
running: 773
debt: 45
generations: 30
financed: 13
pleases: 9
decimating: 2
scud: 1
encouraged: 57
means: 938
forced: 121
points: 531
nutshell: 13
hypocritical: 20
syrian: 32
amounts: 88
annexation: 1
governed: 13
teritory: 4
feels: 77
annex: 8
final: 378
hitler: 133
subsidize: 7
thorough: 30
abuser: 4
wondering: 306
misinformed: 6
making: 610
offensive: 116
anwar: 18
mohammed: 22
yigal: 45
arens: 42
humanity: 80
carnegie: 164
mellon: 167
gideon: 21
ehrlich: 21
forum: 97
seemed: 173
contents: 113
files: 1061
adl: 92
americans: 321
ancestry: 12
maintained: 68
spied: 16
adc: 21
elsewhere: 102
rivalry: 8
greenpeace: 5
member: 293
naacp: 4
reporter: 35
dozens: 35
organizationsethnic: 3
minoritiesoccupations: 3
paranoia: 29
trust: 295
additional: 215
posters: 124
investment: 96
yehuda: 10
shomron: 10
jonathan: 127
horen: 3
applaud: 12
investing: 13
vchevel: 2
azza: 2
create: 377
jobs: 269
residents: 84
deplorable: 10
active: 143
administration: 379
regard: 132
funds: 159
cheap: 337
affordable: 18
housing: 36
requisite: 7
infrastructure: 92
creating: 111
industry: 234
generated: 119
income: 85
form: 477
huge: 179
tax: 363
breaks: 55
benfits: 1
overlooking: 6
difference: 590
industries: 41
settling: 11
profit: 115
remain: 154
barren: 5
bereft: 7
sized: 53
settlements: 20
sterile: 7
communities: 65
havens: 2
main: 367
surrounding: 43
suburbs: 12
taxpayers: 23
expense: 64
resounding: 4
virginia: 238
unlikely: 131
truth: 638
palestinian: 146
outlets: 97
learn: 326
propoganda: 30
reliable: 139
determine: 206
writers: 57
agenda: 70
tim: 335
goerbels: 2
goering: 11
airforce: 2
machine: 678
sources: 362
inherently: 46
biased: 81
reacting: 11
motivation: 44
bias: 79
gross: 45
violation: 93
vetoed: 8
attempts: 116
interesting: 490
opposing: 37
condemnation: 19
philosophy: 115
buch: 5
crap: 105
nagarno: 15
dogs: 123
prayers: 64
bones: 37
rain: 57
sky: 133
karabag: 26
zavalli: 1
kole: 1
drove: 69
turksmuslims: 1
majority: 270
surprising: 59
collaborated: 2
wholly: 21
opportunistic: 2
dashnaktzoutun: 3
variously: 2
pro: 338
russia: 192
john: 1338
roy: 117
carlson: 7
arthur: 67
derounian: 5
damascus: 7
alfred: 11
knopf: 3
p: 722
friend: 414
tzeghagrons: 6
racial: 56
patriots: 8
boston: 351
located: 109
followers: 83
colonies: 16
literally: 71
tzeghagron: 1
architect: 18
garegin: 1
nezhdeh: 3
became: 185
key: 1613
collaboration: 30
invited: 49
central: 188
inspire: 6
organize: 23
unifying: 3
starting: 233
chapters: 24
initial: 129
grew: 48
largest: 63
powerful: 153
beliefs: 223
deity: 50
quoted: 149
displaced: 6
persons: 167
footnote: 5
gruesome: 6
extent: 97
februarys: 2
hojali: 30
emerging: 20
worst: 186
nagorny: 4
figure: 365
drawn: 93
investigators: 33
officials: 141
casualty: 5
lists: 173
diplomats: 21
toll: 40
estimates: 41
moves: 74
campaign: 85
round: 269
negotiations: 59
rome: 40
retreat: 23
awful: 97
suppressed: 18
fearful: 11
blurred: 6
denials: 11
grief: 50
stricken: 11
azerbaijans: 7
wild: 101
contradictory: 58
allegations: 19
prosecuter: 3
aydin: 2
rasulov: 10
cheif: 6
investigator: 27
team: 1100
calls: 272
minimum: 90
preliminary: 35
findings: 56
estimate: 43
elman: 4
memmedov: 4
mayor: 19
higher: 383
printed: 86
newspaper: 103
ordu: 3
named: 140
unidentified: 5
official: 283
leila: 3
yunusova: 2
spokeswoman: 3
ministry: 78
defence: 60
francois: 8
zen: 14
ruffinen: 4
delegation: 21
international: 429
cross: 270
imam: 9
mosque: 17
count: 242
reasonable: 329
fantasy: 53
body: 533
bags: 29
products: 334
wash: 48
endeavours: 4
unemotional: 3
lawyer: 65
office: 516
reach: 159
firm: 75
conclusion: 226
tanks: 141
crushed: 11
nationalist: 14
uprising: 33
january: 110
nationalists: 2
popular: 221
front: 472
weeks: 409
applying: 37
miles: 263
officially: 63
certified: 25
medically: 5
examined: 47
republics: 12
forensic: 9
percentage: 134
rafiq: 3
youssifov: 2
chief: 120
scientist: 106
chaos: 28
bury: 27
gunshots: 3
shrapnel: 5
blunt: 5
instruments: 108
exposure: 68
highland: 6
snows: 5
thirty: 39
showed: 169
signs: 92
deliberate: 24
mutilation: 4
ears: 58
noses: 4
breasts: 15
penises: 2
gouged: 7
professor: 133
youssifovs: 2
believed: 159
rasulovs: 2
investigative: 9
commission: 41
disorganised: 3
militiamen: 9
six: 242
handwriting: 12
attendant: 6
corpses: 36
washed: 29
heartbreaking: 2
account: 276
witnesses: 115
towfiq: 2
manafov: 4
flight: 246
route: 72
properly: 201
stream: 166
visible: 142
nakhchivanik: 4
countersigned: 2
pilot: 60
waved: 11
barrage: 2
consolidation: 3
circulation: 12
upheavals: 2
london: 137
hilmi: 25
eren: 13
responsed: 3
invading: 27
territorium: 2
hehomeland: 1
hefizuli: 1
lacin: 8
azerbadjan: 20
heare: 1
hethe: 1
stretch: 40
black: 552
mediterranean: 12
facist: 7
hekilling: 1
raping: 12
bombing: 75
heblast: 1
truck: 124
kurdish: 41
heescape: 1
heby: 1
winning: 188
elchibey: 9
swimming: 15
lake: 88
sevan: 2
armeniaxn: 2
july: 112
shell: 177
aghdam: 3
pay: 558
price: 755
fizuli: 12
thinks: 138
kelbajar: 19
minorities: 71
process: 452
azerification: 1
deportation: 6
lezgians: 4
kurdswhat: 1
minds: 98
kurd: 10
refugee: 12
fabrications: 11
sourced: 3
modified: 124
ankara: 42
examples: 188
iran: 101
ridiculous: 80
intercepting: 5
conversations: 98
supposedly: 128
translated: 40
somebody: 304
unknown: 114
submitted: 39
unnamed: 3
special: 453
correspondent: 12
force: 508
airplane: 38
purposes: 168
searching: 70
summer: 212
plane: 134
carrying: 155
humanitarian: 44
questions: 911
hedont: 1
cargo: 17
hewere: 1
heading: 44
heannounced: 1
search: 249
heplanes: 1
content: 177
heof: 1
hehumanitarian: 1
error: 451
shipments: 8
kinds: 131
transversed: 1
routed: 5
confiscated: 12
untouched: 4
held: 289
fall: 269
purpose: 428
aiding: 5
collapse: 43
wheat: 11
exchanged: 14
dirt: 44
air: 383
bases: 97
uses: 528
fly: 118
easier: 209
endure: 7
unnecessary: 41
expressions: 13
chauvinism: 1
searches: 26
paranoid: 51
hesearch: 2
hesince: 3
weapons: 451
demirel: 5
wonder: 290
confused: 91
heturkeys: 1
heto: 1
heit: 1
self: 528
province: 36
slow: 247
moving: 218
transports: 12
clock: 284
orionoacuciedu: 25
irvine: 83
mark: 972
ira: 45
kaufman: 27
promotes: 9
dissolution: 4
intermarriage: 3
fundamentalist: 39
object: 282
insult: 43
orthodox: 94
irritating: 9
labels: 32
fundamentalists: 26
resent: 21
label: 55
insulting: 22
rude: 25
mideast: 13
semite: 7
compare: 188
complicated: 90
genocide: 273
atrocities: 42
governement: 2
hardly: 147
qualifies: 12
valid: 225
intellectual: 67
circles: 37
steinberger: 1
spying: 19
albany: 25
fun: 189
business: 479
publicity: 23
generate: 113
speakers: 68
fees: 42
kamil: 4
ucer: 3
serbia: 39
greece: 154
electrical: 214
angelos: 5
karageorgiou: 6
macedon: 2
combination: 84
aykut: 6
busload: 3
turists: 2
torched: 3
buis: 2
instanbul: 2
greeks: 130
islands: 37
imbros: 2
tenedos: 2
allowed: 316
churches: 94
momama: 2
church: 626
warehouse: 3
picture: 269
pontian: 2
trapezounta: 2
sampsounta: 2
trabzon: 8
sampson: 6
thousand: 133
alod: 2
language: 353
speek: 2
islamicised: 2
flamefest: 2
quoting: 46
equipped: 46
nevertheless: 54
badly: 72
mistreated: 5
elected: 46
twom: 3
representatives: 79
freeabsolutely: 2
free: 1129
hospitalization: 5
education: 333
muchif: 2
untill: 6
enjoy: 132
privileges: 15
study: 476
shod: 2
tiling: 4
earth: 598
sweat: 12
aziz: 6
nessin: 2
poetry: 6
mountains: 60
tayros: 2
respond: 203
kindly: 21
finding: 142
books: 478
yeian: 2
kai: 9
eytyxeian: 2
expressed: 241
elses: 77
mineminemiiinnemiiinneeeeaaaarrgghhhh&#$$+$: 2
prosper: 4
carrier: 38
whatsoever: 67
repost: 47
publicise: 2
messages: 213
speech: 170
clarify: 36
misunderstandings: 4
incident: 87
canakkale: 1
mentally: 16
himself: 405
afterwards: 39
pontus: 5
changedwith: 1
logout: 6
yiorgos: 1
backasta: 1
la: 451
vista: 12
baby: 93
amir: 27
y: 272
rosenblatt: 16
legality: 31
lust: 24
cunixacccolumbiaedu: 15
adam: 166
shostack: 53
sam: 95
zbib: 12
surprised: 160
acquisition: 28
establishing: 38
exclusive: 50
leading: 154
000: 86
composition: 26
formed: 71
buy: 749
sell: 446
mutually: 17
agreeable: 7
commerce: 54
dignity: 23
exception: 84
debating: 26
commercial: 364
transaction: 39
governing: 23
guidelines: 89
ethics: 36
transactions: 29
ibm: 522
stocks: 17
acquire: 47
shares: 21
intent: 108
intentions: 21
apriori: 6
properties: 68
palastenians: 8
designs: 67
buying: 241
dwelling: 9
estate: 24
bridgehead: 5
tradition: 162
hospitality: 5
multi: 244
society: 496
accepting: 85
neighbours: 18
plus: 430
paid: 223
market: 364
conspiracy: 71
theorist: 6
dismiss: 24
fund: 107
bought: 339
tenant: 14
fallahin: 7
owned: 95
wealthy: 30
jnf: 4
offered: 125
premium: 28
owners: 238
advantage: 194
provisions: 28
shafting: 9
selling: 214
blame: 158
bell: 272
bitnetinternet: 2
fax: 681
surface: 224
pobox: 15
c: 1522
ottawa: 166
conventional: 74
proposales: 4
latest: 242
proposed: 205
contains: 272
assumptions: 68
concerning: 157
nature: 342
interim: 23
status: 212
refering: 30
implemented: 96
existing: 206
negiotiate: 2
organs: 22
arrangements: 15
isga: 11
apply: 281
territorial: 31
application: 544
nor: 439
residual: 11
powers: 96
delegated: 6
reserved: 52
settle: 53
territoriesd: 2
responsibility: 220
aspects: 116
external: 203
internal: 324
maintenance: 53
administrative: 49
functional: 28
cooperation: 72
coordination: 16
responsibilities: 34
areas: 281
agriculture: 14
tourism: 9
labor: 80
social: 256
welfare: 53
police: 572
transportation: 48
communications: 513
municipal: 10
success: 159
ongoing: 31
negotiation: 16
essentially: 152
rejection: 23
exposing: 7
unwarranted: 4
irresversible: 1
vulnerability: 2
reasonably: 93
relaxed: 10
proposals: 47
thisinterim: 1
altered: 34
temper: 25
maximalist: 2
approaches: 71
worries: 17
addressed: 65
providing: 135
perceptions: 20
little: 1467
tangible: 27
assets: 12
expectations: 38
worldpalestinians: 2
demand: 145
concessions: 19
receiving: 96
gap: 19
stances: 2
returns: 93
expected: 241
provides: 236
protection: 259
ensures: 10
accountable: 16
actively: 44
diplomatically: 2
upholding: 4
visitors: 7
hanging: 70
largely: 74
scared: 37
stiff: 30
minute: 153
buffer: 130
zone: 172
autonomy: 21
somehow: 183
easily: 333
traditional: 112
ensure: 130
phdgraduate: 9
uci: 13
tel#: 15
politics: 99
fax#: 10
damaged: 45
cancelledf: 1
courses: 67
sick: 184
poison: 27
sealed: 39
barbarism: 13
fazia: 1
begum: 1
rizvi: 4
affected: 76
ideology: 40
decscribe: 1
bosnians: 13
bigotry: 20
dirty: 60
descendants: 12
white: 668
x: 6652
unheard: 4
resorted: 7
conceivable: 27
despotism: 2
poured: 7
petrol: 4
babies: 43
burned: 120
foot: 117
appropriated: 12
personal: 464
unbearable: 3
conditions: 151
aref: 2
sadikov: 14
quietly: 35
shade: 23
cafe: 14
caspian: 2
esplanade: 2
stitches: 6
trousers: 4
torn: 34
bullet: 50
hugh: 13
pope: 140
clothes: 44
carpenter: 46
beginning: 255
places: 318
lucky: 119
food: 430
electricity: 34
flights: 40
sensed: 11
noose: 6
tightening: 7
straggling: 2
edge: 197
bombardment: 9
artillery: 26
guns: 504
pouring: 14
street: 311
huddled: 2
shelters: 5
fleeing: 17
snow: 101
townspeople: 2
dawn: 34
bottleneck: 15
saderak: 2
none: 383
hurt: 166
outposts: 3
opening: 99
rushed: 32
corridor: 3
efforts: 138
mostly: 236
vain: 24
militiaman: 2
immediate: 98
cover: 382
hat: 61
flat: 95
cap: 61
benefit: 155
covering: 55
hero: 21
evacuation: 6
alif: 2
hajief: 2
struggled: 12
magazine: 241
crossing: 20
bushy: 2
surrounded: 19
armoured: 3
carriers: 31
bay: 156
staggered: 4
mile: 99
comfort: 29
flee: 21
rocket: 186
kept: 240
sock: 5
mourns: 3
nurses: 8
struggle: 52
primitive: 42
makeshift: 4
operating: 150
theatre: 16
train: 71
carriage: 11
weep: 7
coffin: 12
calculating: 15
photographs: 30
liu: 40
heung: 2
frederique: 3
lengaigne: 3
reuter: 8
unocal: 11
condone: 18
skilled: 19
precision: 58
sla: 6
restrained: 7
method: 302
shelling: 34
combatants: 5
die: 376
idf: 37
soil: 44
opinion: 510
iraelis: 2
filled: 99
terrorist: 93
saddam: 27
slight: 62
respect: 247
mediteranean: 2
aware: 218
boats: 10
coast: 85
rocketted: 1
north: 405
pupose: 1
describe: 112
grow: 73
female: 77
birth: 90
showing: 157
satisfaction: 19
beings: 97
standards: 253
answering: 52
qualified: 46
candidate: 60
feeling: 158
eliminating: 23
saddams: 2
scuds: 1
cheered: 2
qualify: 35
distorted: 29
victim: 71
separation: 57
lefts: 4
inability: 28
cope: 16
challenges: 39
presented: 150
reality: 271
becomes: 185
moments: 31
solidarity: 10
currently: 407
infamous: 29
ie: 627
iam: 8
sarids: 2
lengthy: 28
curfew: 6
danger: 119
hunger: 9
accepted: 195
meretz: 2
mk: 19
deddi: 2
tzuker: 2
recently: 446
faced: 30
criticism: 61
beit: 4
sahour: 2
partys: 8
lack: 284
responded: 73
perspective: 106
regardless: 144
dictate: 19
starts: 169
criticizing: 13
leftist: 10
pretty: 752
unbiased: 20
eric: 364
perlman: 9
pig: 24
qsocoloradoedu: 3
colorado: 306
boulder: 177
sympathetic: 9
monitors: 156
organizations: 184
monitored: 8
nationals: 9
seeyoure: 2
views: 310
threat: 144
gratuitously: 3
imply: 111
wtc: 15
inference: 29
lineage: 5
poses: 7
presenting: 34
legitimately: 15
deliberately: 54
extreme: 99
intended: 225
demonstrate: 57
slippery: 15
slope: 14
aim: 34
frankly: 39
proved: 70
weigh: 12
court: 415
preponderance: 6
anwars: 1
seea: 3
model: 443
decorum: 3
tranquillitybecome: 3
sport: 115
battleground: 3
rival: 8
ideologies: 12
slug: 15
glee: 5
ricechess: 3
astrophysics: 26
astronomy: 139
mash: 4
javad: 2
briefs: 6
kh: 8
#: 1529
labaniyati: 1
ye: 90
sar: 4
e: 1664
koocheh: 1
farzin: 8
mokhtarian: 7
kayhan: 4
havai: 4
o: 982
dr: 367
namaki: 6
deputy: 41
health: 538
infant: 30
mortality: 10
revolution: 65
cheghadr: 1
ba: 60
namakand: 1
teenagers: 31
vaccinations: 3
various: 413
deseases: 3
visit: 105
mahathir: 2
mohammad: 39
prime: 124
malaysia: 10
agreements: 26
signed: 111
agreement: 97
charge: 210
malaysias: 2
natural: 292
gas: 354
yup: 35
iri: 2
reconstruction: 5
houses: 119
buildings: 71
khak: 1
sareshoon: 1
unemployed: 14
iranians: 10
heidelbergde: 15
embl: 1
molecular: 61
biology: 40
atakan: 5
treating: 50
copatriots: 1
hearing: 129
fellows: 10
studied: 59
universities: 59
paying: 128
tuition: 13
helth: 2
insurance: 396
grouth: 1
community: 321
minority: 158
atalay: 4
panos: 16
tamamidis: 18
repling: 2
abouts: 2
discriminations: 2
unequal: 6
greecei: 2
treat: 110
difrence: 2
eyesyou: 2
prejudice: 45
themyour: 2
discriminate: 30
favor: 125
unhuman: 2
practices: 75
conducted: 56
investigate: 47
discuss: 156
fredom: 9
ne: 49
interview: 55
journalist: 19
forbiden: 1
cleansing: 30
brake: 85
athnic: 1
apopulation: 1
doubles: 19
vote: 208
komotini: 7
elect: 24
represenatives: 1
parliament: 29
encourages: 13
farms: 7
schools: 100
forcing: 67
sides: 150
protected: 139
preventing: 49
conclude: 70
businesses: 47
proud: 83
themunlike: 2
tries: 57
encourage: 74
countrymen: 1
prisons: 19
bacause: 2
tha: 9
paradise: 49
invastigate: 1
massacring: 8
neophytos: 5
iacovou: 5
historically: 32
